Project Name,Street Name,Property Type,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Type of Area,Area (SQM),Unit Price ($ PSM),Tenure,Postal District,District Name,Floor Level
N.A.,ONAN ROAD,Shop House,"6,350,000","4,726.47","1,343",Jun-23,Land,439.1,"14,461",Freehold,15," Katong, Joo Chiat, Amber Road",-
N.A.,GEYLANG ROAD,Shop House,"3,650,000","1,363.80","2,676",Jun-23,Land,126.7,"28,808",Freehold,14," Geylang, Eunos",-
SEMBAWANG HILLS ESTATE,CASUARINA ROAD,Shop House,"5,700,000","2,005.33","2,842",Jun-23,Land,186.3,"30,596",Freehold,20," Bishan, Ang Mo Kio",-
LITTLE INDIA CONSERVATION AREA,PERAK ROAD,Shop House,"13,080,000","2,869.68","4,558",Jun-23,Land,266.6,"49,062",99 yrs lease commencing from 1994,8, Little India,-
N.A.,LORONG 17 GEYLANG,Shop House,"2,480,000","1,009.66","2,456",Jun-23,Land,93.8,"26,439",Freehold,14," Geylang, Eunos",-
LITTLE INDIA CONSERVATION AREA,JALAN BESAR,Shop House,"5,700,000","1,143.14","4,986",Jun-23,Land,106.2,"53,672",999 yrs lease commencing from 1878,8, Little India,-
LITTLE INDIA CONSERVATION AREA,KERBAU ROAD,Shop House,"3,550,000",904.18,"3,926",Jun-23,Land,84,"42,262",99 yrs lease commencing from 1995,8, Little India,-
N.A.,OPAL CRESCENT,Shop House,"5,200,000","2,461.73","2,112",Jun-23,Land,228.7,"22,737",Freehold,12," Balestier, Toa Payoh, Serangoon",-
N.A.,NEW BRIDGE ROAD,Shop House,"5,500,000","1,326.12","4,147",Jun-23,Land,123.2,"44,643",99 yrs lease commencing from 1928,1," Raffles Place, Cecil, Marina, People's Park",-
N.A.,EAST COAST ROAD,Shop House,"8,000,000","1,344.42","5,951",Jun-23,Land,124.9,"64,051",Freehold,15," Katong, Joo Chiat, Amber Road",-
N.A.,JOO CHIAT PLACE,Shop House,"4,200,000","1,016.12","4,133",Jun-23,Land,94.4,"44,492",Freehold,15," Katong, Joo Chiat, Amber Road",-
LITTLE INDIA CONSERVATION AREA,VEERASAMY ROAD,Shop House,"6,480,000","1,596.30","4,059",Jun-23,Land,148.3,"43,695",Freehold,8, Little India,-
LITTLE INDIA CONSERVATION AREA,JALAN BESAR,Shop House,"11,000,000","1,237.86","8,886",Jun-23,Land,115,"95,652",999 yrs lease commencing from 1926,8, Little India,-
DESKER ROAD CONSERVATION AREA,ROWELL ROAD,Shop House,"5,200,000","1,190.50","4,368",Jun-23,Land,110.6,"47,016",Freehold,8, Little India,-
BLAIR PLAIN CONSERVATION AREA,KAMPONG BAHRU ROAD,Shop House,"6,150,000",865.43,"7,106",Jun-23,Land,80.4,"76,493",Freehold,3," Queenstown, Tiong Bahru",-
LITTLE INDIA CONSERVATION AREA,BELILIOS LANE,Shop House,"7,050,000","2,203.39","3,200",Jun-23,Land,204.7,"34,441",99 yrs lease commencing from 1995,8, Little India,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"6,500,000","1,487.58","4,369",Jun-23,Land,138.2,"47,033",Freehold,14," Geylang, Eunos",-
N.A.,SERANGOON ROAD,Shop House,"5,900,000","1,266.92","4,657",Jun-23,Land,117.7,"50,127",Freehold,8, Little India,-
N.A.,SERANGOON ROAD,Shop House,"5,900,000","1,229.25","4,800",Jun-23,Land,114.2,"51,664",Freehold,8, Little India,-
LITTLE INDIA CONSERVATION AREA,MADRAS STREET,Shop House,"3,600,000",773.93,"4,652",Jun-23,Land,71.9,"50,070",99 yrs lease commencing from 1993,8, Little India,-
LITTLE INDIA CONSERVATION AREA,DUNLOP STREET,Shop House,"4,280,000",811.61,"5,273",Jun-23,Land,75.4,"56,764",999 yrs lease commencing from 1859,8, Little India,-
LITTLE INDIA CONSERVATION AREA,DUNLOP STREET,Shop House,"4,700,000",816.99,"5,753",May-23,Land,75.9,"61,924",999 yrs lease commencing from 1879,8, Little India,-
N.A.,JALAN BINGKA,Shop House,"850,000","1,097.93",774,May-23,Strata,102,"8,333",99 yrs lease commencing from 1952,21," Upper Bukit Timah, Clementi Park, Ulu Pandan",-
N.A.,UPPER THOMSON ROAD,Shop House,"5,418,888","1,569.39","3,453",May-23,Land,145.8,"37,167",Freehold,26," Upper Thomson, Springleaf",-
SERANGOON GARDEN ESTATE,SERANGOON GARDEN WAY,Shop House,"17,490,000","3,101.11","5,640",May-23,Land,288.1,"60,708",999 yrs lease commencing from 1957,19," Serangoon Garden, Hougang, Punggol",-
LITTLE INDIA CONSERVATION AREA,DALHOUSIE LANE,Shop House,"2,900,000","1,064.56","2,724",May-23,Land,98.9,"29,323",99 yrs lease commencing from 1993,8, Little India,-
KAMPONG GLAM CONSERVATION AREA,BUSSORAH STREET,Shop House,"7,100,000","1,233.55","5,756",May-23,Land,114.6,"61,955",99 yrs lease commencing from 1995,7," Middle Road, Golden Mile",-
BOAT QUAY CONSERVATION AREA,BOAT QUAY,Shop House,"30,000,000","1,426.23","21,034",May-23,Land,132.5,"226,415",999 yrs lease commencing from 1826,1," Raffles Place, Cecil, Marina, People's Park",-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"4,900,000","1,092.55","4,485",May-23,Land,101.5,"48,276",Freehold,14," Geylang, Eunos",-
N.A.,JALAN BESAR,Shop House,"26,000,000","3,797.54","6,847",May-23,Land,352.8,"73,696",999 yrs lease commencing from 1919,8, Little India,-
N.A.,NEW BRIDGE ROAD,Shop House,"23,800,000","1,452.06","16,390",May-23,Land,134.9,"176,427",99 yrs lease commencing from 2016,1," Raffles Place, Cecil, Marina, People's Park",-
N.A.,BALESTIER ROAD,Shop House,"6,088,888","1,894.46","3,214",May-23,Strata,176,"34,596",Freehold,12," Balestier, Toa Payoh, Serangoon",-
THOMSON GARDEN ESTATE,UPPER THOMSON ROAD,Shop House,"5,800,000","1,909.53","3,037",May-23,Land,177.4,"32,694",Freehold,20," Bishan, Ang Mo Kio",-
LITTLE INDIA CONSERVATION AREA,CUFF ROAD,Shop House,"6,500,000","1,725.47","3,767",Apr-23,Land,160.3,"40,549",Freehold,8, Little India,-
DESKER ROAD CONSERVATION AREA,MAUDE ROAD,Shop House,"7,620,000","1,293.83","5,889",Apr-23,Land,120.2,"63,394",Freehold,8, Little India,-
N.A.,HONGKONG STREET,Shop House,"9,600,000","1,883.70","5,096",Apr-23,Land,175,"54,857",99 yrs lease commencing from 1951,1," Raffles Place, Cecil, Marina, People's Park",-
TANJONG PAGAR CONSERVATION AREA,DUXTON HILL,Shop House,"14,300,000","1,252.93","11,413",Apr-23,Land,116.4,"122,852",99 yrs lease commencing from 1988,2," Anson, Tanjong Pagar",-
N.A.,UPPER SERANGOON ROAD,Shop House,"11,200,888","2,794.33","4,008",Apr-23,Land,259.6,"43,147",Freehold,19," Serangoon Garden, Hougang, Punggol",-
RACE COURSE RD/OWEN RD CON AREA,RACE COURSE ROAD,Shop House,"4,200,000","1,326.12","3,167",Apr-23,Land,123.2,"34,091",Freehold,8, Little India,-
KAMPONG GLAM CONSERVATION AREA,BUSSORAH STREET,Shop House,"4,500,000",661.99,"6,798",Apr-23,Land,61.5,"73,171",99 yrs lease commencing from 2003,7," Middle Road, Golden Mile",-
DESKER ROAD CONSERVATION AREA,ROWELL ROAD,Shop House,"13,500,000","2,212","6,103",Apr-23,Land,205.5,"65,693",Freehold,8, Little India,-
TELOK AYER CONSERVATION AREA,STANLEY STREET,Shop House,"29,000,000","1,728.70","16,776",Apr-23,Land,160.6,"180,573",Freehold,1," Raffles Place, Cecil, Marina, People's Park",-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"4,760,000","1,491.89","3,191",Apr-23,Land,138.6,"34,343",Freehold,14," Geylang, Eunos",-
N.A.,SOUTH BUONA VISTA ROAD,Shop House,"7,300,000","2,171.10","3,362",Apr-23,Land,201.7,"36,192",Freehold,5," Pasir Panjang, Hong Leong Garden, Clementi New Town",-
DESKER ROAD CONSERVATION AREA,SAM LEONG ROAD,Shop House,"7,500,000","1,354.11","5,539",Apr-23,Land,125.8,"59,618",Freehold,8, Little India,-
TELOK AYER CONSERVATION AREA,AMOY STREET,Shop House,"21,800,000","1,855.71","11,748",Apr-23,Land,172.4,"126,450",999 yrs lease commencing from 1827,1," Raffles Place, Cecil, Marina, People's Park",-
SERANGOON GARDEN ESTATE,SERANGOON GARDEN WAY,Shop House,"8,650,000","1,502.65","5,756",Mar-23,Land,139.6,"61,963",999 yrs lease commencing from 1957,19," Serangoon Garden, Hougang, Punggol",-
HOLLAND VILLAGE,HOLLAND AVENUE,Shop House,"12,700,000","1,503.73","8,446",Mar-23,Land,139.7,"90,909",Freehold,10," Ardmore, Bukit Timah, Holland Road, Tanglin",-
LITTLE INDIA CONSERVATION AREA,DUNLOP STREET,Shop House,"5,200,000","1,190.50","4,368",Mar-23,Land,110.6,"47,016",999 yrs lease commencing from 1876,8, Little India,-
SERANGOON GARDEN ESTATE,LICHFIELD ROAD,Shop House,"3,800,000","2,107.59","1,803",Mar-23,Land,195.8,"19,408",999 yrs lease commencing from 1953,19," Serangoon Garden, Hougang, Punggol",-
N.A.,OUTRAM ROAD,Shop House,"9,000,000","1,530.64","5,880",Mar-23,Land,142.2,"63,291",Freehold,3," Queenstown, Tiong Bahru",-
KAMPONG GLAM CONSERVATION AREA,BALI LANE,Shop House,"6,450,000",663.06,"9,728",Mar-23,Land,61.6,"104,708",999 yrs lease commencing from 1833,7," Middle Road, Golden Mile",-
SERANGOON GARDEN ESTATE,SERANGOON GARDEN WAY,Shop House,"5,400,000","1,992.42","2,710",Mar-23,Land,185.1,"29,173",Freehold,19," Serangoon Garden, Hougang, Punggol",-
N.A.,LORONG 25A GEYLANG,Shop House,"3,390,000","1,731.93","1,957",Mar-23,Land,160.9,"21,069",Freehold,14," Geylang, Eunos",-
N.A.,EAST COAST ROAD,Shop House,"6,800,000","2,379.92","2,857",Mar-23,Land,221.1,"30,755",Freehold,15," Katong, Joo Chiat, Amber Road",-
LITTLE INDIA CONSERVATION AREA,SERANGOON ROAD,Shop House,"8,000,000","1,016.12","7,873",Mar-23,Land,94.4,"84,746",Freehold,8, Little India,-
LITTLE INDIA CONSERVATION AREA,RACE COURSE ROAD,Shop House,"7,500,000","1,143.14","6,561",Mar-23,Land,106.2,"70,621",Freehold,8, Little India,-
LITTLE INDIA CONSERVATION AREA,RACE COURSE ROAD,Shop House,"7,500,000","1,170.05","6,410",Mar-23,Land,108.7,"68,997",Freehold,8, Little India,-
HOLLAND VILLAGE,LORONG LIPUT,Shop House,"11,600,000","1,713.63","6,769",Mar-23,Land,159.2,"72,864",Freehold,10," Ardmore, Bukit Timah, Holland Road, Tanglin",-
N.A.,JOO CHIAT ROAD,Shop House,"5,500,000",912.79,"6,026",Mar-23,Land,84.8,"64,858",Freehold,15," Katong, Joo Chiat, Amber Road",-
N.A.,CEYLON ROAD,Shop House,"4,136,500","1,404.70","2,945",Mar-23,Land,130.5,"31,697",Freehold,15," Katong, Joo Chiat, Amber Road",-
KAMPONG GLAM CONSERVATION AREA,NORTH BRIDGE ROAD,Shop House,"8,280,000","1,506.96","5,495",Mar-23,Land,140,"59,143",Freehold,7," Middle Road, Golden Mile",-
LITTLE INDIA CONSERVATION AREA,UPPER DICKSON ROAD,Shop House,"3,000,000",917.09,"3,271",Feb-23,Land,85.2,"35,211",999 yrs lease commencing from 1877,8, Little India,-
LITTLE INDIA CONSERVATION AREA,UPPER DICKSON ROAD,Shop House,"3,200,000",988.14,"3,238",Feb-23,Land,91.8,"34,858",999 yrs lease commencing from 1877,8, Little India,-
N.A.,BALESTIER ROAD,Shop House,"5,300,000","1,651.20","3,210",Feb-23,Land,153.4,"34,550",Freehold,12," Balestier, Toa Payoh, Serangoon",-
BOAT QUAY CONSERVATION AREA,SOUTH BRIDGE ROAD,Shop House,"10,500,000","1,161.44","9,041",Feb-23,Land,107.9,"97,312",999 yrs lease commencing from 1831,1," Raffles Place, Cecil, Marina, People's Park",-
TANJONG PAGAR CONSERVATION AREA,DUXTON ROAD,Shop House,"8,600,000","1,475.74","5,828",Feb-23,Land,137.1,"62,728",99 yrs lease commencing from 2000,2," Anson, Tanjong Pagar",-
TANJONG PAGAR CONSERVATION AREA,TRAS STREET,Shop House,"11,900,000","1,332.58","8,930",Feb-23,Land,123.8,"96,123",99 yrs lease commencing from 1994,2," Anson, Tanjong Pagar",-
KAMPONG GLAM CONSERVATION AREA,ARAB STREET,Shop House,"4,800,000",916.02,"5,240",Feb-23,Land,85.1,"56,404",99 yrs lease commencing from 1995,7," Middle Road, Golden Mile",-
KAMPONG GLAM CONSERVATION AREA,ARAB STREET,Shop House,"5,090,000","1,247.55","4,080",Feb-23,Land,115.9,"43,917",99 yrs lease commencing from 1952,7," Middle Road, Golden Mile",-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"7,500,000","1,463.90","5,123",Feb-23,Land,136,"55,147",Freehold,14," Geylang, Eunos",-
LITTLE INDIA CONSERVATION AREA,UPPER DICKSON ROAD,Shop House,"3,950,000",637.23,"6,199",Feb-23,Land,59.2,"66,723",999 yrs lease commencing from 1877,8, Little India,-
N.A.,KITCHENER ROAD,Shop House,"18,200,000","2,744.82","6,631",Feb-23,Land,255,"71,373",Freehold,8, Little India,-
N.A.,SOUTH BRIDGE ROAD,Shop House,"13,580,000","2,624.26","5,175",Jan-23,Land,243.8,"55,701",99 yrs lease commencing from 1947,1," Raffles Place, Cecil, Marina, People's Park",-
TELOK AYER CONSERVATION AREA,SOUTH BRIDGE ROAD,Shop House,"15,200,000","1,486.51","10,225",Jan-23,Land,138.1,"110,065",Freehold,1," Raffles Place, Cecil, Marina, People's Park",-
N.A.,SERANGOON ROAD,Shop House,"62,500,000","9,041.76","6,912",Jan-23,Land,840,"74,405",Freehold,8, Little India,-
N.A.,GUILLEMARD ROAD,Shop House,"3,400,000","1,742.69","1,951",Jan-23,Land,161.9,"21,001",Freehold,14," Geylang, Eunos",-
N.A.,LAVENDER STREET,Shop House,"6,000,000","3,065.59","1,957",Jan-23,Land,284.8,"21,067",Freehold,12," Balestier, Toa Payoh, Serangoon",-
KAMPONG GLAM CONSERVATION AREA,BAGHDAD STREET,Shop House,"9,600,000","1,604.91","5,982",Dec-22,Land,149.1,"64,386",99 yrs lease commencing from 1995,7," Middle Road, Golden Mile",-
LITTLE INDIA CONSERVATION AREA,CUFF ROAD,Shop House,"5,880,000","1,635.05","3,596",Dec-22,Land,151.9,"38,710",Freehold,8, Little India,-
N.A.,SYED ALWI ROAD,Shop House,"7,600,000",824.52,"9,217",Dec-22,Land,76.6,"99,217",Freehold,8, Little India,-
SEMBAWANG PARK,SEMBAWANG ROAD,Shop House,"3,300,000","1,721.16","1,917",Dec-22,Land,159.9,"20,638",Freehold,27," Yishun, Sembawang",-
N.A.,GEYLANG ROAD,Shop House,"42,550,000","9,792.01","4,345",Dec-22,Land,909.7,"46,774",Freehold,14," Geylang, Eunos",-
N.A.,CHANDER ROAD,Shop House,"6,500,000","1,159.28","5,607",Dec-22,Land,107.7,"60,353",Freehold,8, Little India,-
N.A.,OPAL CRESCENT,Shop House,"9,000,000","5,375.54","1,674",Dec-22,Land,499.4,"18,022",Freehold,12," Balestier, Toa Payoh, Serangoon",-
N.A.,KEONG SAIK ROAD,Shop House,"17,000,000","1,090.39","15,591",Dec-22,Land,101.3,"167,818",Freehold,2," Anson, Tanjong Pagar",-
N.A.,JOO CHIAT ROAD,Shop House,"5,000,000",902.02,"5,543",Nov-22,Land,83.8,"59,666",Freehold,15," Katong, Joo Chiat, Amber Road",-
N.A.,OWEN ROAD,Shop House,"570,000","3,406.81",167,Nov-22,Land,316.5,"1,801",99 yrs lease commencing from 1959,8, Little India,-
KAMPONG GLAM CONSERVATION AREA,BUSSORAH STREET,Shop House,"3,300,000",701.81,"4,702",Nov-22,Land,65.2,"50,613",99 yrs lease commencing from 2003,7," Middle Road, Golden Mile",-
KAMPONG GLAM CONSERVATION AREA,BALI LANE,Shop House,"5,800,000",663.06,"8,747",Nov-22,Land,61.6,"94,156",999 yrs lease commencing from 1833,7," Middle Road, Golden Mile",-
N.A.,JOO CHIAT ROAD,Shop House,"6,500,000",949.38,"6,847",Nov-22,Land,88.2,"73,696",Freehold,15," Katong, Joo Chiat, Amber Road",-
TANJONG PAGAR CONSERVATION AREA,TANJONG PAGAR ROAD,Shop House,"13,000,000","1,976.27","6,578",Nov-22,Land,183.6,"70,806",99 yrs lease commencing from 2000,2," Anson, Tanjong Pagar",-
N.A.,SOO CHOW WALK,Shop House,"8,000,000","3,326.08","2,405",Nov-22,Strata,309,"25,890",Freehold,20," Bishan, Ang Mo Kio",-
N.A.,BEDOK ROAD,Shop House,"4,358,000","1,799.74","2,421",Nov-22,Land,167.2,"26,065",Freehold,16," Bedok, Upper East Coast, Eastwood, Kew Drive",-
LITTLE INDIA CONSERVATION AREA,JALAN BESAR,Shop House,"4,111,000",826.68,"4,973",Nov-22,Land,76.8,"53,529",Freehold,8, Little India,-
KAMPONG GLAM CONSERVATION AREA,BALI LANE,Shop House,"6,800,000",720.11,"9,443",Nov-22,Land,66.9,"101,644",999 yrs lease commencing from 1833,7," Middle Road, Golden Mile",-
TELOK AYER CONSERVATION AREA,AMOY STREET,Shop House,"18,688,000","1,855.71","10,071",Nov-22,Land,172.4,"108,399",999 yrs lease commencing from 1827,1," Raffles Place, Cecil, Marina, People's Park",-
JALAN BESAR CONSERVATION AREA,SERANGOON ROAD,Shop House,"6,800,000","1,484.36","4,581",Oct-22,Land,137.9,"49,311",Freehold,8, Little India,-
TANJONG PAGAR CONSERVATION AREA,DUXTON HILL,Shop House,"13,000,000","1,235.71","10,520",Oct-22,Land,114.8,"113,240",99 yrs lease commencing from 1988,2," Anson, Tanjong Pagar",-
TELOK AYER CONSERVATION AREA,ANN SIANG ROAD,Shop House,"27,188,888","2,646.87","10,272",Oct-22,Land,245.9,"110,569",999 yrs lease commencing from 1827,1," Raffles Place, Cecil, Marina, People's Park",-
TANJONG PAGAR CONSERVATION AREA,TANJONG PAGAR ROAD,Shop House,"9,680,000","1,436.99","6,736",Oct-22,Land,133.5,"72,509",99 yrs lease commencing from 2000,2," Anson, Tanjong Pagar",-
N.A.,UPPER PAYA LEBAR ROAD,Shop House,"8,228,000","4,055.88","2,029",Oct-22,Land,376.8,"21,837",Freehold,19," Serangoon Garden, Hougang, Punggol",-
PETAIN RD/TYRWHITT RD CONSERVATION AREA,JALAN BESAR,Shop House,"6,300,000","1,216.33","5,180",Oct-22,Land,113,"55,752",Freehold,8, Little India,-
DESKER ROAD CONSERVATION AREA,DESKER ROAD,Shop House,"3,500,000","1,226.02","2,855",Oct-22,Land,113.9,"30,729",99 yrs lease commencing from 1995,8, Little India,-
N.A.,SIMS AVENUE,Shop House,"3,120,000","1,487.58","2,097",Oct-22,Land,138.2,"22,576",Freehold,14," Geylang, Eunos",-
N.A.,JALAN BESAR,Shop House,"7,800,000","1,706.09","4,572",Oct-22,Land,158.5,"49,211",Freehold,8, Little India,-
KAMPONG GLAM CONSERVATION AREA,BUSSORAH STREET,Shop House,"3,500,000",724.42,"4,831",Oct-22,Land,67.3,"52,006",99 yrs lease commencing from 2003,7," Middle Road, Golden Mile",-
PETAIN RD/TYRWHITT RD CONSERVATION AREA,JALAN BESAR,Shop House,"8,000,000","1,596.30","5,012",Oct-22,Land,148.3,"53,945",999 yrs lease commencing from 1919,8, Little India,-
N.A.,UPPER SERANGOON ROAD,Shop House,"12,000,000","3,061.28","3,920",Oct-22,Land,284.4,"42,194",Freehold,19," Serangoon Garden, Hougang, Punggol",-
N.A.,SIMS AVENUE,Shop House,"11,200,000","5,814.71","1,926",Oct-22,Land,540.2,"20,733",Freehold,14," Geylang, Eunos",-
N.A.,BEDOK ROAD,Shop House,"4,200,000","1,799.74","2,334",Oct-22,Land,167.2,"25,120",Freehold,16," Bedok, Upper East Coast, Eastwood, Kew Drive",-
KAMPONG GLAM CONSERVATION AREA,NORTH BRIDGE ROAD,Shop House,"7,220,000","1,106.54","6,525",Oct-22,Land,102.8,"70,233",Freehold,7," Middle Road, Golden Mile",-
KAMPONG GLAM CONSERVATION AREA,ARAB STREET,Shop House,"6,380,000",850.36,"7,503",Oct-22,Land,79,"80,759",Freehold,7," Middle Road, Golden Mile",-
LITTLE INDIA CONSERVATION AREA,ROWELL ROAD,Shop House,"4,900,000","1,062.41","4,612",Oct-22,Land,98.7,"49,645",Freehold,8, Little India,-
LITTLE INDIA CONSERVATION AREA,UPPER DICKSON ROAD,Shop House,"4,500,000",836.36,"5,380",Sep-22,Land,77.7,"57,915",Freehold,8, Little India,-
LITTLE INDIA CONSERVATION AREA,VEERASAMY ROAD,Shop House,"5,480,000","1,937.52","2,828",Sep-22,Land,180,"30,444",Freehold,8, Little India,-
N.A.,JALAN BESAR,Shop House,"40,000,000","6,584.34","6,075",Sep-22,Land,611.7,"65,392",999 yrs lease commencing from 1926,8, Little India,-
LITTLE INDIA CONSERVATION AREA,SERANGOON ROAD,Shop House,"9,300,000","1,438.07","6,467",Sep-22,Land,133.6,"69,611",99 yrs lease commencing from 1995,8, Little India,-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"5,000,000","1,023.66","4,884",Sep-22,Land,95.1,"52,576",Freehold,14," Geylang, Eunos",-
N.A.,JOO CHIAT ROAD,Shop House,"6,380,000","1,500.50","4,252",Sep-22,Land,139.4,"45,768",Freehold,15," Katong, Joo Chiat, Amber Road",-
N.A.,SERANGOON ROAD,Shop House,"5,280,000","1,314.28","4,017",Sep-22,Land,122.1,"43,243",Freehold,8, Little India,-
KAMPONG GLAM CONSERVATION AREA,ARAB STREET,Shop House,"6,388,000","1,322.90","4,829",Sep-22,Land,122.9,"51,977",99 yrs lease commencing from 1952,7," Middle Road, Golden Mile",-
TANJONG PAGAR CONSERVATION AREA,NEIL ROAD,Shop House,"9,080,000","1,411.16","6,434",Sep-22,Land,131.1,"69,260",99 yrs lease commencing from 1989,2," Anson, Tanjong Pagar",-
LITTLE INDIA CONSERVATION AREA,CLIVE STREET,Shop House,"4,100,000",882.65,"4,645",Sep-22,Land,82,"50,000",Freehold,8, Little India,-
N.A.,SYED ALWI ROAD,Shop House,"6,500,000","2,484.33","2,616",Sep-22,Land,230.8,"28,163",99 yrs lease commencing from 1999,8, Little India,-
KAMPONG GLAM CONSERVATION AREA,NORTH BRIDGE ROAD,Shop House,"6,200,000","1,398.24","4,434",Sep-22,Land,129.9,"47,729",99 yrs lease commencing from 2006,7," Middle Road, Golden Mile",-
N.A.,OPAL CRESCENT,Shop House,"4,980,000","2,912.74","1,710",Sep-22,Land,270.6,"18,404",Freehold,12," Balestier, Toa Payoh, Serangoon",-
N.A.,GEYLANG ROAD,Shop House,"11,020,000","2,928.88","3,763",Sep-22,Land,272.1,"40,500",Freehold,14," Geylang, Eunos",-
N.A.,JOO CHIAT ROAD,Shop House,"6,500,000","1,436.99","4,523",Sep-22,Land,133.5,"48,689",Freehold,15," Katong, Joo Chiat, Amber Road",-
KAMPONG GLAM CONSERVATION AREA,HAJI LANE,Shop House,"3,800,000",392.89,"9,672",Aug-22,Land,36.5,"104,110",999 yrs lease commencing from 1828,7," Middle Road, Golden Mile",-
N.A.,CHANGI ROAD,Shop House,"6,700,000","1,568.31","4,272",Aug-22,Land,145.7,"45,985",Freehold,14," Geylang, Eunos",-
BOAT QUAY CONSERVATION AREA,CIRCULAR ROAD,Shop House,"16,800,000","1,085.01","15,484",Aug-22,Land,100.8,"166,667",999 yrs lease commencing from 1826,1," Raffles Place, Cecil, Marina, People's Park",-
PETAIN RD/TYRWHITT RD CONSERVATION AREA,TYRWHITT ROAD,Shop House,"7,300,000","1,420.85","5,138",Aug-22,Land,132,"55,303",Freehold,8, Little India,-
LITTLE INDIA CONSERVATION AREA,UPPER WELD ROAD,Shop House,"7,150,000","1,711.48","4,178",Aug-22,Land,159,"44,969",Freehold,8, Little India,-
N.A.,TANJONG KATONG ROAD,Shop House,"5,000,000","1,500.50","3,332",Aug-22,Land,139.4,"35,868",Freehold,15," Katong, Joo Chiat, Amber Road",-
N.A.,TYRWHITT ROAD,Shop House,"8,000,000","1,653.35","4,839",Aug-22,Land,153.6,"52,083",Freehold,8, Little India,-
DESKER ROAD CONSERVATION AREA,DESKER ROAD,Shop House,"4,600,000","1,074.25","4,282",Aug-22,Land,99.8,"46,092",Freehold,8, Little India,-
N.A.,UPPER THOMSON ROAD,Shop House,"9,000,000","1,632.90","5,512",Aug-22,Land,151.7,"59,328",Freehold,20," Bishan, Ang Mo Kio",-
KAMPONG GLAM CONSERVATION AREA,BALI LANE,Shop House,"23,000,000","1,664.11","13,821",Aug-22,Land,154.6,"148,771",999 yrs lease commencing from 1833,7," Middle Road, Golden Mile",-
GEYLANG CONSERVATION AREA,GEYLANG ROAD,Shop House,"5,000,000","1,487.58","3,361",Jul-22,Land,138.2,"36,179",Freehold,14," Geylang, Eunos",-
N.A.,SYED ALWI ROAD,Shop House,"6,980,000",712.58,"9,795",Jul-22,Land,66.2,"105,438",Freehold,8, Little India,-
N.A.,BALESTIER ROAD,Shop House,"5,800,000","1,484.36","3,907",Jul-22,Land,137.9,"42,059",Freehold,12," Balestier, Toa Payoh, Serangoon",-
LAVENDER PLACE,LAVENDER STREET,Shop House,"71,280,000","17,561.47","4,059",Jul-22,Land,"1,631.50","43,690",99 yrs lease commencing from 2016,12," Balestier, Toa Payoh, Serangoon",-
